number,position,Q1,Q2,Q3,positionText,points,grid,laps,status,year,gpName,gpNumber,sessionName,driverId,code,DriverNationality,constructorId,constructorNationality,fastestLapNumber,fastestLapRank,fastestLapAvgSpeed,fastestLapTime,totalTime,TimeInterval
10,5,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,gasly,GAS,French,alphatauri,Italian,12.0,5,,0 days 00:01:44.965000,,
18,6,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,stroll,STR,Canadian,aston_martin,British,8.0,6,,0 days 00:01:45.180000,,
31,7,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,ocon,OCO,French,alpine,French,9.0,7,,0 days 00:01:45.302000,,
5,8,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,vettel,VET,German,aston_martin,British,8.0,8,,0 days 00:01:45.336000,,
4,9,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,norris,NOR,British,mclaren,British,13.0,9,,0 days 00:01:45.386000,,
11,10,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,perez,PER,Mexican,red_bull,Austrian,5.0,10,,0 days 00:01:45.404000,,
55,11,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,sainz,SAI,Spanish,ferrari,Italian,10.0,11,,0 days 00:01:45.517000,,
22,12,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,tsunoda,TSU,Japanese,alphatauri,Italian,12.0,12,,0 days 00:01:45.758000,,
99,13,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,giovinazzi,GIO,Italian,alfa,Swiss,10.0,13,,0 days 00:01:45.789000,,
7,14,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,raikkonen,RAI,Finnish,alfa,Swiss,12.0,14,,0 days 00:01:45.967000,,
3,15,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,ricciardo,RIC,Australian,mclaren,British,9.0,15,,0 days 00:01:46.118000,,
6,16,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,latifi,LAT,Canadian,williams,British,4.0,16,,0 days 00:01:46.198000,,
63,17,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,russell,RUS,British,williams,British,6.0,17,,0 days 00:01:46.665000,,
16,18,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,leclerc,LEC,Monegasque,ferrari,Italian,4.0,18,,0 days 00:01:46.836000,,
9,19,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,mazepin,MAZ,Russian,haas,American,7.0,19,,0 days 00:01:47.335000,,
47,20,,,,,,,,,2021,Belgian Grand Prix,12,Practice 2,mick_schumacher,MSC,German,haas,American,8.0,20,,0 days 00:01:47.529000,,
33,1,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,5.0,1,,0 days 00:01:56.924000,,
11,2,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,perez,PER,Mexican,red_bull,Austrian,5.0,2,,0 days 00:01:57.871000,,
44,3,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,hamilton,HAM,British,mercedes,German,3.0,3,,0 days 00:01:57.996000,,
4,4,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,norris,NOR,British,mclaren,British,2.0,4,,0 days 00:01:58.509000,,
31,5,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,ocon,OCO,French,alpine,French,4.0,5,,0 days 00:01:58.913000,,
18,6,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,stroll,STR,Canadian,aston_martin,British,7.0,6,,0 days 00:01:59.205000,,
10,7,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,gasly,GAS,French,alphatauri,Italian,3.0,7,,0 days 00:01:59.324000,,
5,8,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,vettel,VET,German,aston_martin,British,7.0,8,,0 days 00:01:59.436000,,
63,9,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,russell,RUS,British,williams,British,5.0,9,,0 days 00:01:59.492000,,
14,10,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,alonso,ALO,Spanish,alpine,French,6.0,10,,0 days 00:01:59.613000,,
77,11,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,bottas,BOT,Finnish,mercedes,German,6.0,11,,0 days 00:01:59.808000,,
6,12,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,latifi,LAT,Canadian,williams,British,5.0,12,,0 days 00:01:59.981000,,
3,13,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,ricciardo,RIC,Australian,mclaren,British,9.0,13,,0 days 00:02:00.456000,,
55,14,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,sainz,SAI,Spanish,ferrari,Italian,4.0,14,,0 days 00:02:00.749000,,
47,15,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,mick_schumacher,MSC,German,haas,American,6.0,15,,0 days 00:02:01.269000,,
16,16,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,leclerc,LEC,Monegasque,ferrari,Italian,4.0,16,,0 days 00:02:01.370000,,
22,17,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,tsunoda,TSU,Japanese,alphatauri,Italian,7.0,17,,0 days 00:02:01.510000,,
99,18,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,giovinazzi,GIO,Italian,alfa,Swiss,6.0,18,,0 days 00:02:01.512000,,
9,19,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,mazepin,MAZ,Russian,haas,American,6.0,19,,0 days 00:02:01.792000,,
7,20,,,,,,,,,2021,Belgian Grand Prix,12,Practice 3,raikkonen,RAI,Finnish,alfa,Swiss,2.0,20,,0 days 00:02:04.382000,,
33,1,1:58.717,1:56.559,1:59.765,,,,,,2021,Belgian Grand Prix,12,Qualifying,max_verstappen,VER,Dutch,red_bull,Austrian,,,,1:59.765,,
63,2,1:59.864,1:56.950,2:00.086,,,,,,2021,Belgian Grand Prix,12,Qualifying,russell,RUS,British,williams,British,,,,2:00.086,,
44,3,1:59.218,1:56.229,2:00.099,,,,,,2021,Belgian Grand Prix,12,Qualifying,hamilton,HAM,British,mercedes,German,,,,2:00.099,,
3,4,2:01.583,1:57.127,2:00.864,,,,,,2021,Belgian Grand Prix,12,Qualifying,ricciardo,RIC,Australian,mclaren,British,,,,2:00.864,,
5,5,2:00.175,1:56.814,2:00.935,,,,,,2021,Belgian Grand Prix,12,Qualifying,vettel,VET,German,aston_martin,British,,,,2:00.935,,
10,6,2:00.387,1:56.440,2:01.164,,,,,,2021,Belgian Grand Prix,12,Qualifying,gasly,GAS,French,alphatauri,Italian,,,,2:01.164,,
11,7,1:59.334,1:56.886,2:02.112,,,,,,2021,Belgian Grand Prix,12,Qualifying,perez,PER,Mexican,red_bull,Austrian,,,,2:02.112,,
77,8,1:59.870,1:56.295,2:02.502,,,,,,2021,Belgian Grand Prix,12,Qualifying,bottas,BOT,Finnish,mercedes,German,,,,2:02.502,,
31,9,2:01.824,1:57.354,2:03.513,,,,,,2021,Belgian Grand Prix,12,Qualifying,ocon,OCO,French,alpine,French,,,,2:03.513,,
4,10,1:58.301,1:56.025,,,,,,,2021,Belgian Grand Prix,12,Qualifying,norris,NOR,British,mclaren,British,,,,1:56.025,,
16,11,2:00.728,1:57.721,,,,,,,2021,Belgian Grand Prix,12,Qualifying,leclerc,LEC,Monegasque,ferrari,Italian,,,,1:57.721,,
6,12,2:00.966,1:58.056,,,,,,,2021,Belgian Grand Prix,12,Qualifying,latifi,LAT,Canadian,williams,British,,,,1:58.056,,
55,13,2:01.184,1:58.137,,,,,,,2021,Belgian Grand Prix,12,Qualifying,sainz,SAI,Spanish,ferrari,Italian,,,,1:58.137,,
14,14,2:01.653,1:58.205,,,,,,,2021,Belgian Grand Prix,12,Qualifying,alonso,ALO,Spanish,alpine,French,,,,1:58.205,,
18,15,2:01.597,1:58.231,,,,,,,2021,Belgian Grand Prix,12,Qualifying,stroll,STR,Canadian,aston_martin,British,,,,1:58.231,,
99,16,2:02.306,,,,,,,,2021,Belgian Grand Prix,12,Qualifying,giovinazzi,GIO,Italian,alfa,Swiss,,,,2:02.306,,
22,17,2:02.413,,,,,,,,2021,Belgian Grand Prix,12,Qualifying,tsunoda,TSU,Japanese,alphatauri,Italian,,,,2:02.413,,
47,18,2:03.973,,,,,,,,2021,Belgian Grand Prix,12,Qualifying,mick_schumacher,MSC,German,haas,American,,,,2:03.973,,
7,19,2:04.452,,,,,,,,2021,Belgian Grand Prix,12,Qualifying,raikkonen,RAI,Finnish,alfa,Swiss,,,,2:04.452,,
9,20,2:04.939,,,,,,,,2021,Belgian Grand Prix,12,Qualifying,mazepin,MAZ,Russian,haas,American,,,,2:04.939,,
33,1,,,,1,12.5,1,1,Finished,2021,Belgian Grand Prix,12,Race,max_verstappen,VER,Dutch,red_bull,Austrian,,,,,207071,3:27.071
63,2,,,,2,9,2,1,Finished,2021,Belgian Grand Prix,12,Race,russell,RUS,British,williams,British,,,,,209066,+1.995
44,3,,,,3,7.5,3,1,Finished,2021,Belgian Grand Prix,12,Race,hamilton,HAM,British,mercedes,German,,,,,209672,+2.601
3,4,,,,4,6,4,1,Finished,2021,Belgian Grand Prix,12,Race,ricciardo,RIC,Australian,mclaren,British,,,,,211567,+4.496
5,5,,,,5,5,5,1,Finished,2021,Belgian Grand Prix,12,Race,vettel,VET,German,aston_martin,British,,,,,214550,+7.479
10,6,,,,6,4,6,1,Finished,2021,Belgian Grand Prix,12,Race,gasly,GAS,French,alphatauri,Italian,,,,,217248,+10.177
31,7,,,,7,3,8,1,Finished,2021,Belgian Grand Prix,12,Race,ocon,OCO,French,alpine,French,,,,,218650,+11.579
16,8,,,,8,2,9,1,Finished,2021,Belgian Grand Prix,12,Race,leclerc,LEC,Monegasque,ferrari,Italian,,,,,219679,+12.608
6,9,,,,9,1,10,1,Finished,2021,Belgian Grand Prix,12,Race,latifi,LAT,Canadian,williams,British,,,,,222556,+15.485
55,10,,,,10,0.5,11,1,Finished,2021,Belgian Grand Prix,12,Race,sainz,SAI,Spanish,ferrari,Italian,,,,,223237,+16.166
14,11,,,,11,0,12,1,Finished,2021,Belgian Grand Prix,12,Race,alonso,ALO,Spanish,alpine,French,,,,,227661,+20.590
77,12,,,,12,0,13,1,Finished,2021,Belgian Grand Prix,12,Race,bottas,BOT,Finnish,mercedes,German,,,,,229485,+22.414
99,13,,,,13,0,14,1,Finished,2021,Belgian Grand Prix,12,Race,giovinazzi,GIO,Italian,alfa,Swiss,,,,,231234,+24.163
4,14,,,,14,0,15,1,Finished,2021,Belgian Grand Prix,12,Race,norris,NOR,British,mclaren,British,,,,,234181,+27.110
22,15,,,,15,0,16,1,Finished,2021,Belgian Grand Prix,12,Race,tsunoda,TSU,Japanese,alphatauri,Italian,,,,,235400,+28.329
47,16,,,,16,0,17,1,Finished,2021,Belgian Grand Prix,12,Race,mick_schumacher,MSC,German,haas,American,,,,,236578,+29.507
9,17,,,,17,0,18,1,Finished,2021,Belgian Grand Prix,12,Race,mazepin,MAZ,Russian,haas,American,,,,,239064,+31.993
7,18,,,,18,0,0,1,Finished,2021,Belgian Grand Prix,12,Race,raikkonen,RAI,Finnish,alfa,Swiss,,,,,243125,+36.054
11,19,,,,19,0,0,1,Finished,2021,Belgian Grand Prix,12,Race,perez,PER,Mexican,red_bull,Austrian,,,,,245276,+38.205
18,20,,,,20,0,19,1,Finished,2021,Belgian Grand Prix,12,Race,stroll,STR,Canadian,aston_martin,British,,,,,251179,+44.108
77,1,,,,,,,,,2021,United States Grand Prix,17,Practice 1,bottas,BOT,Finnish,mercedes,German,10.0,1,,0 days 00:01:34.874000,,
44,2,,,,,,,,,2021,United States Grand Prix,17,Practice 1,hamilton,HAM,British,mercedes,German,13.0,2,,0 days 00:01:34.919000,,
33,3,,,,,,,,,2021,United States Grand Prix,17,Practice 1,max_verstappen,VER,Dutch,red_bull,Austrian,10.0,3,,0 days 00:01:35.806000,,
11,4,,,,,,,,,2021,United States Grand Prix,17,Practice 1,perez,PER,Mexican,red_bull,Austrian,11.0,4,,0 days 00:01:35.817000,,
3,5,,,,,,,,,2021,United States Grand Prix,17,Practice 1,ricciardo,RIC,Australian,mclaren,British,11.0,5,,0 days 00:01:36.220000,,
16,6,,,,,,,,,2021,United States Grand Prix,17,Practice 1,leclerc,LEC,Monegasque,ferrari,Italian,10.0,6,,0 days 00:01:36.334000,,
5,7,,,,,,,,,2021,United States Grand Prix,17,Practice 1,vettel,VET,German,aston_martin,British,8.0,7,,0 days 00:01:36.344000,,
55,8,,,,,,,,,2021,United States Grand Prix,17,Practice 1,sainz,SAI,Spanish,ferrari,Italian,14.0,8,,0 days 00:01:36.508000,,
10,9,,,,,,,,,2021,United States Grand Prix,17,Practice 1,gasly,GAS,French,alphatauri,Italian,12.0,9,,0 days 00:01:36.611000,,
4,10,,,,,,,,,2021,United States Grand Prix,17,Practice 1,norris,NOR,British,mclaren,British,6.0,10,,0 days 00:01:36.855000,,
99,11,,,,,,,,,2021,United States Grand Prix,17,Practice 1,giovinazzi,GIO,Italian,alfa,Swiss,15.0,11,,0 days 00:01:36.874000,,
7,12,,,,,,,,,2021,United States Grand Prix,17,Practice 1,raikkonen,RAI,Finnish,alfa,Swiss,16.0,12,,0 days 00:01:36.876000,,
63,13,,,,,,,,,2021,United States Grand Prix,17,Practice 1,russell,RUS,British,williams,British,8.0,13,,0 days 00:01:36.966000,,
31,14,,,,,,,,,2021,United States Grand Prix,17,Practice 1,ocon,OCO,French,alpine,French,11.0,14,,0 days 00:01:36.970000,,
18,15,,,,,,,,,2021,United States Grand Prix,17,Practice 1,stroll,STR,Canadian,aston_martin,British,11.0,15,,0 days 00:01:36.972000,,
14,16,,,,,,,,,2021,United States Grand Prix,17,Practice 1,alonso,ALO,Spanish,alpine,French,8.0,16,,0 days 00:01:37.068000,,
22,17,,,,,,,,,2021,United States Grand Prix,17,Practice 1,tsunoda,TSU,Japanese,alphatauri,Italian,14.0,17,,0 days 00:01:37.248000,,
6,18,,,,,,,,,2021,United States Grand Prix,17,Practice 1,latifi,LAT,Canadian,williams,British,9.0,18,,0 days 00:01:37.463000,,
47,19,,,,,,,,,2021,United States Grand Prix,17,Practice 1,mick_schumacher,MSC,German,haas,American,9.0,19,,0 days 00:01:38.866000,,
9,20,,,,,,,,,2021,United States Grand Prix,17,Practice 1,mazepin,MAZ,Russian,haas,American,8.0,20,,0 days 00:01:40.948000,,
44,1,,,,,,,,,2021,United States Grand Prix,17,Practice 2,hamilton,HAM,British,mercedes,German,7.0,1,,0 days 00:01:34.842000,,
11,2,,,,,,,,,2021,United States Grand Prix,17,Practice 2,perez,PER,Mexican,red_bull,Austrian,10.0,2,,0 days 00:01:34.946000,,
4,3,,,,,,,,,2021,United States Grand Prix,17,Practice 2,norris,NOR,British,mclaren,British,7.0,3,,0 days 00:01:35.203000,,
77,4,,,,,,,,,2021,United States Grand Prix,17,Practice 2,bottas,BOT,Finnish,mercedes,German,7.0,4,,0 days 00:01:35.360000,,
3,5,,,,,,,,,2021,United States Grand Prix,17,Practice 2,ricciardo,RIC,Australian,mclaren,British,7.0,5,,0 days 00:01:35.457000,,
18,6,,,,,,,,,2021,United States Grand Prix,17,Practice 2,stroll,STR,Canadian,aston_martin,British,7.0,6,,0 days 00:01:35.561000,,
16,7,,,,,,,,,2021,United States Grand Prix,17,Practice 2,leclerc,LEC,Monegasque,ferrari,Italian,8.0,7,,0 days 00:01:35.572000,,
33,8,,,,,,,,,2021,United States Grand Prix,17,Practice 2,max_verstappen,VER,Dutch,red_bull,Austrian,7.0,8,,0 days 00:01:35.824000,,
55,9,,,,,,,,,2021,United States Grand Prix,17,Practice 2,sainz,SAI,Spanish,ferrari,Italian,10.0,9,,0 days 00:01:35.919000,,
99,10,,,,,,,,,2021,United States Grand Prix,17,Practice 2,giovinazzi,GIO,Italian,alfa,Swiss,12.0,10,,0 days 00:01:36.138000,,
31,11,,,,,,,,,2021,United States Grand Prix,17,Practice 2,ocon,OCO,French,alpine,French,8.0,11,,0 days 00:01:36.158000,,
10,12,,,,,,,,,2021,United States Grand Prix,17,Practice 2,gasly,GAS,French,alphatauri,Italian,13.0,12,,0 days 00:01:36.242000,,
14,13,,,,,,,,,2021,United States Grand Prix,17,Practice 2,alonso,ALO,Spanish,alpine,French,7.0,13,,0 days 00:01:36.376000,,
7,14,,,,,,,,,2021,United States Grand Prix,17,Practice 2,raikkonen,RAI,Finnish,alfa,Swiss,10.0,14,,0 days 00:01:36.558000,,
22,15,,,,,,,,,2021,United States Grand Prix,17,Practice 2,tsunoda,TSU,Japanese,alphatauri,Italian,10.0,15,,0 days 00:01:36.690000,,
5,16,,,,,,,,,2021,United States Grand Prix,17,Practice 2,vettel,VET,German,aston_martin,British,4.0,16,,0 days 00:01:36.718000,,
47,17,,,,,,,,,2021,United States Grand Prix,17,Practice 2,mick_schumacher,MSC,German,haas,American,10.0,17,,0 days 00:01:37.041000,,
6,18,,,,,,,,,2021,United States Grand Prix,17,Practice 2,latifi,LAT,Canadian,williams,British,7.0,18,,0 days 00:01:37.254000,,
63,19,,,,,,,,,2021,United States Grand Prix,17,Practice 2,russell,RUS,British,williams,British,2.0,19,,0 days 00:01:37.490000,,
9,20,,,,,,,,,2021,United States Grand Prix,17,Practice 2,mazepin,MAZ,Russian,haas,American,12.0,20,,0 days 00:01:38.026000,,
33,1,,,,,,,,,2021,United States Grand Prix,17,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,9.0,1,,0 days 00:01:34.383000,,
44,2,,,,,,,,,2021,United States Grand Prix,17,Practice 3,hamilton,HAM,British,mercedes,German,12.0,2,,0 days 00:01:34.458000,,
11,3,,,,,,,,,2021,United States Grand Prix,17,Practice 3,perez,PER,Mexican,red_bull,Austrian,9.0,3,,0 days 00:01:34.701000,,
55,4,,,,,,,,,2021,United States Grand Prix,17,Practice 3,sainz,SAI,Spanish,ferrari,Italian,8.0,4,,0 days 00:01:34.805000,,
4,5,,,,,,,,,2021,United States Grand Prix,17,Practice 3,norris,NOR,British,mclaren,British,8.0,5,,0 days 00:01:34.945000,,
77,6,,,,,,,,,2021,United States Grand Prix,17,Practice 3,bottas,BOT,Finnish,mercedes,German,7.0,6,,0 days 00:01:34.988000,,
16,7,,,,,,,,,2021,United States Grand Prix,17,Practice 3,leclerc,LEC,Monegasque,ferrari,Italian,10.0,7,,0 days 00:01:35.343000,,
3,8,,,,,,,,,2021,United States Grand Prix,17,Practice 3,ricciardo,RIC,Australian,mclaren,British,7.0,8,,0 days 00:01:35.345000,,
10,9,,,,,,,,,2021,United States Grand Prix,17,Practice 3,gasly,GAS,French,alphatauri,Italian,12.0,9,,0 days 00:01:35.398000,,
31,10,,,,,,,,,2021,United States Grand Prix,17,Practice 3,ocon,OCO,French,alpine,French,9.0,10,,0 days 00:01:35.711000,,
5,11,,,,,,,,,2021,United States Grand Prix,17,Practice 3,vettel,VET,German,aston_martin,British,13.0,11,,0 days 00:01:35.851000,,
63,12,,,,,,,,,2021,United States Grand Prix,17,Practice 3,russell,RUS,British,williams,British,7.0,12,,0 days 00:01:36.023000,,
7,13,,,,,,,,,2021,United States Grand Prix,17,Practice 3,raikkonen,RAI,Finnish,alfa,Swiss,13.0,13,,0 days 00:01:36.062000,,
6,14,,,,,,,,,2021,United States Grand Prix,17,Practice 3,latifi,LAT,Canadian,williams,British,5.0,14,,0 days 00:01:36.118000,,
99,15,,,,,,,,,2021,United States Grand Prix,17,Practice 3,giovinazzi,GIO,Italian,alfa,Swiss,11.0,15,,0 days 00:01:36.252000,,
18,16,,,,,,,,,2021,United States Grand Prix,17,Practice 3,stroll,STR,Canadian,aston_martin,British,8.0,16,,0 days 00:01:36.392000,,
14,17,,,,,,,,,2021,United States Grand Prix,17,Practice 3,alonso,ALO,Spanish,alpine,French,9.0,17,,0 days 00:01:36.490000,,
22,18,,,,,,,,,2021,United States Grand Prix,17,Practice 3,tsunoda,TSU,Japanese,alphatauri,Italian,5.0,18,,0 days 00:01:36.572000,,
47,19,,,,,,,,,2021,United States Grand Prix,17,Practice 3,mick_schumacher,MSC,German,haas,American,9.0,19,,0 days 00:01:36.671000,,
9,20,,,,,,,,,2021,United States Grand Prix,17,Practice 3,mazepin,MAZ,Russian,haas,American,12.0,20,,0 days 00:01:37.344000,,
33,1,1:34.352,1:33.464,1:32.910,,,,,,2021,United States Grand Prix,17,Qualifying,max_verstappen,VER,Dutch,red_bull,Austrian,,,,1:32.910,,
44,2,1:34.579,1:33.797,1:33.119,,,,,,2021,United States Grand Prix,17,Qualifying,hamilton,HAM,British,mercedes,German,,,,1:33.119,,
11,3,1:34.369,1:34.178,1:33.134,,,,,,2021,United States Grand Prix,17,Qualifying,perez,PER,Mexican,red_bull,Austrian,,,,1:33.134,,
77,4,1:34.590,1:33.959,1:33.475,,,,,,2021,United States Grand Prix,17,Qualifying,bottas,BOT,Finnish,mercedes,German,,,,1:33.475,,
16,5,1:34.153,1:33.928,1:33.606,,,,,,2021,United States Grand Prix,17,Qualifying,leclerc,LEC,Monegasque,ferrari,Italian,,,,1:33.606,,
55,6,1:34.558,1:34.126,1:33.792,,,,,,2021,United States Grand Prix,17,Qualifying,sainz,SAI,Spanish,ferrari,Italian,,,,1:33.792,,
3,7,1:34.407,1:34.643,1:33.808,,,,,,2021,United States Grand Prix,17,Qualifying,ricciardo,RIC,Australian,mclaren,British,,,,1:33.808,,
4,8,1:34.551,1:33.880,1:33.887,,,,,,2021,United States Grand Prix,17,Qualifying,norris,NOR,British,mclaren,British,,,,1:33.887,,
10,9,1:34.567,1:34.583,1:34.118,,,,,,2021,United States Grand Prix,17,Qualifying,gasly,GAS,French,alphatauri,Italian,,,,1:34.118,,
22,10,1:35.360,1:35.137,1:34.918,,,,,,2021,United States Grand Prix,17,Qualifying,tsunoda,TSU,Japanese,alphatauri,Italian,,,,1:34.918,,
31,11,1:35.747,1:35.377,,,,,,,2021,United States Grand Prix,17,Qualifying,ocon,OCO,French,alpine,French,,,,1:35.377,,
5,12,1:35.281,1:35.500,,,,,,,2021,United States Grand Prix,17,Qualifying,vettel,VET,German,aston_martin,British,,,,1:35.500,,
99,13,1:35.920,1:35.794,,,,,,,2021,United States Grand Prix,17,Qualifying,giovinazzi,GIO,Italian,alfa,Swiss,,,,1:35.794,,
14,14,1:35.756,1:44.549,,,,,,,2021,United States Grand Prix,17,Qualifying,alonso,ALO,Spanish,alpine,French,,,,1:44.549,,
63,15,1:35.746,,,,,,,,2021,United States Grand Prix,17,Qualifying,russell,RUS,British,williams,British,,,,1:35.746,,
18,16,1:35.983,,,,,,,,2021,United States Grand Prix,17,Qualifying,stroll,STR,Canadian,aston_martin,British,,,,1:35.983,,
6,17,1:35.995,,,,,,,,2021,United States Grand Prix,17,Qualifying,latifi,LAT,Canadian,williams,British,,,,1:35.995,,
7,18,1:36.311,,,,,,,,2021,United States Grand Prix,17,Qualifying,raikkonen,RAI,Finnish,alfa,Swiss,,,,1:36.311,,
47,19,1:36.499,,,,,,,,2021,United States Grand Prix,17,Qualifying,mick_schumacher,MSC,German,haas,American,,,,1:36.499,,
9,20,1:36.796,,,,,,,,2021,United States Grand Prix,17,Qualifying,mazepin,MAZ,Russian,haas,American,,,,1:36.796,,
33,1,,,,1,25,1,56,Finished,2021,United States Grand Prix,17,Race,max_verstappen,VER,Dutch,red_bull,Austrian,52,2,200.278,1:39.096,5676552,1:34:36.552
44,2,,,,2,19,2,56,Finished,2021,United States Grand Prix,17,Race,hamilton,HAM,British,mercedes,German,41,1,201.521,1:38.485,5677885,+1.333
11,3,,,,3,15,3,56,Finished,2021,United States Grand Prix,17,Race,perez,PER,Mexican,red_bull,Austrian,32,4,199.333,1:39.566,5718775,+42.223
16,4,,,,4,12,4,56,Finished,2021,United States Grand Prix,17,Race,leclerc,LEC,Monegasque,ferrari,Italian,41,3,199.861,1:39.303,5728798,+52.246
3,5,,,,5,10,6,56,Finished,2021,United States Grand Prix,17,Race,ricciardo,RIC,Australian,mclaren,British,43,8,197.785,1:40.345,5753406,+1:16.854
77,6,,,,6,8,9,56,Finished,2021,United States Grand Prix,17,Race,bottas,BOT,Finnish,mercedes,German,41,6,198.176,1:40.147,5756680,+1:20.128
55,7,,,,7,6,5,56,Finished,2021,United States Grand Prix,17,Race,sainz,SAI,Spanish,ferrari,Italian,40,9,197.722,1:40.377,5760097,+1:23.545
4,8,,,,8,4,7,56,Finished,2021,United States Grand Prix,17,Race,norris,NOR,British,mclaren,British,41,7,198.016,1:40.228,5760947,+1:24.395
22,9,,,,9,2,10,55,+1 Lap,2021,United States Grand Prix,17,Race,tsunoda,TSU,Japanese,alphatauri,Italian,47,13,196.209,1:41.151,,
5,10,,,,10,1,18,55,+1 Lap,2021,United States Grand Prix,17,Race,vettel,VET,German,aston_martin,British,40,10,197.517,1:40.481,,
99,11,,,,11,0,12,55,+1 Lap,2021,United States Grand Prix,17,Race,giovinazzi,GIO,Italian,alfa,Swiss,44,12,196.221,1:41.145,,
18,12,,,,12,0,13,55,+1 Lap,2021,United States Grand Prix,17,Race,stroll,STR,Canadian,aston_martin,British,36,14,196.135,1:41.189,,
7,13,,,,13,0,15,55,+1 Lap,2021,United States Grand Prix,17,Race,raikkonen,RAI,Finnish,alfa,Swiss,43,15,195.843,1:41.340,,
63,14,,,,14,0,20,55,+1 Lap,2021,United States Grand Prix,17,Race,russell,RUS,British,williams,British,36,11,196.269,1:41.120,,
6,15,,,,15,0,14,55,+1 Lap,2021,United States Grand Prix,17,Race,latifi,LAT,Canadian,williams,British,46,17,194.924,1:41.818,,
47,16,,,,16,0,16,54,+2 Laps,2021,United States Grand Prix,17,Race,mick_schumacher,MSC,German,haas,American,36,16,195.737,1:41.395,,
9,17,,,,17,0,17,54,+2 Laps,2021,United States Grand Prix,17,Race,mazepin,MAZ,Russian,haas,American,42,20,192.900,1:42.886,,
14,18,,,,R,0,19,49,Rear wing,2021,United States Grand Prix,17,Race,alonso,ALO,Spanish,alpine,French,46,5,198.335,1:40.067,,
31,19,,,,R,0,11,40,Mechanical,2021,United States Grand Prix,17,Race,ocon,OCO,French,alpine,French,28,19,194.207,1:42.194,,
10,20,,,,R,0,8,14,Suspension,2021,United States Grand Prix,17,Race,gasly,GAS,French,alphatauri,Italian,12,18,194.547,1:42.015,,
77,1,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,bottas,BOT,Finnish,mercedes,German,19.0,1,,0 days 00:01:18.341000,,
44,2,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,hamilton,HAM,British,mercedes,German,18.0,2,,0 days 00:01:18.417000,,
33,3,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,max_verstappen,VER,Dutch,red_bull,Austrian,16.0,3,,0 days 00:01:18.464000,,
11,4,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,perez,PER,Mexican,red_bull,Austrian,16.0,4,,0 days 00:01:18.610000,,
10,5,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,gasly,GAS,French,alphatauri,Italian,13.0,5,,0 days 00:01:18.985000,,
55,6,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,sainz,SAI,Spanish,ferrari,Italian,17.0,6,,0 days 00:01:19.463000,,
14,7,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,alonso,ALO,Spanish,alpine,French,24.0,7,,0 days 00:01:19.656000,,
16,8,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,leclerc,LEC,Monegasque,ferrari,Italian,11.0,8,,0 days 00:01:19.667000,,
31,9,,,,,,,,,2021,Mexico City Grand Prix,18,Practice 1,ocon,OCO,French,alpine,French,17.0,9,,0 days 00:01:19.759000,,
